Hidalgo,Texas,2305,US-Mexico Border,12/01/2018 12:00:00 AM,Buses,1836
Port Huron,Michigan,3802,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,1802
Tornillo-Fabens,Texas,2404,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,79295
Danville,Washington,3012,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,2890
Ogdensburg,New York,701,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,46186
Sweetgrass,Montana,3310,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Empty,601
Noonan,North Dakota,3420,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,3230
Brownsville,Texas,2301,US-Mexico Border,12/01/2018 12:00:00 AM,Rail Containers Empty,6438
Sweetgrass,Montana,3310,US-Canada Border,12/01/2018 12:00:00 AM,Trains,28
Eastport,Idaho,3302,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Empty,559
Porthill,Idaho,3308,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,8934
Baudette,Minnesota,3424,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,429
Calais,Maine,115,US-Canada Border,12/01/2018 12:00:00 AM,Pedestrians,310
Andrade,California,2502,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,94775
Oroville,Washington,3019,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,12574
Port Huron,Michigan,3802,US-Canada Border,12/01/2018 12:00:00 AM,Buses,126
Northgate,North Dakota,3406,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Empty,56
Santa Teresa,New Mexico,2408,US-Mexico Border,12/01/2018 12:00:00 AM,Bus Passengers,199
Willow Creek,Montana,3325,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,215
Port Huron,Michigan,3802,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,242137
Progreso,Texas,2309,US-Mexico Border,12/01/2018 12:00:00 AM,Trucks,3594
Eastport,Maine,103,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,62
Dalton Cache,Alaska,3106,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,853
Vanceboro,Maine,105,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,2556
Neche,North Dakota,3404,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,2975
Dalton Cache,Alaska,3106,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,14
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/01/2018 12:00:00 AM,Pedestrians,472
San Luis,Arizona,2608,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicles,254984
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,1298
Naco,Arizona,2603,US-Mexico Border,12/01/2018 12:00:00 AM,Pedestrians,14003
Andrade,California,2502,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicles,48244
Grand Portage,Minnesota,3613,US-Canada Border,12/01/2018 12:00:00 AM,Buses,56
Turner,Montana,3306,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,26
Trout River,New York,715,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Empty,626
Richford,Vermont,203,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,136
Maida,North Dakota,3416,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,170
Boundary,Washington,3015,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,4203
Oroville,Washington,3019,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,2014
Roosville,Montana,3318,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,332
Hannah,North Dakota,3408,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,132
Sweetgrass,Montana,3310,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,399
Fortuna,North Dakota,3417,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,366
Roosville,Montana,3318,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,580
Eagle Pass,Texas,2303,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Full,10642
Vanceboro,Maine,105,US-Canada Border,12/01/2018 12:00:00 AM,Train Passengers,44
Blaine,Washington,3004,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,19686
El Paso,Texas,2402,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Full,43613
Tecate,California,2505,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Full,1372
Madawaska,Maine,109,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,157
Douglas,Arizona,2601,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,253398
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/01/2018 12:00:00 AM,Buses,972
Highgate Springs-Alburg,Vermont,212,US-Canada Border,12/01/2018 12:00:00 AM,Train Passengers,58
Hannah,North Dakota,3408,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,83
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Full,69523
Nogales,Arizona,2604,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Empty,5176
Northgate,North Dakota,3406,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Full,672
Houlton,Maine,106,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,5268
Metaline Falls,Washington,3025,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,1733
Pembina,North Dakota,3401,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,16931
Bridgewater,Maine,127,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,2996
Port Huron,Michigan,3802,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,116840
Noonan,North Dakota,3420,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,180
Opheim,Montana,3317,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,243
Brownsville,Texas,2301,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Empty,8818
Presidio,Texas,2403,US-Mexico Border,12/01/2018 12:00:00 AM,Buses,139
Calexico East,California,2507,US-Mexico Border,12/01/2018 12:00:00 AM,Bus Passengers,7720
San Luis,Arizona,2608,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Full,1694
Nighthawk,Washington,3011,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,223
Bridgewater,Maine,127,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,324
Wildhorse,Montana,3323,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,83
Massena,New York,704,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,2462
Wildhorse,Montana,3323,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,665
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,47980
Eagle Pass,Texas,2303,US-Mexico Border,12/01/2018 12:00:00 AM,Trucks,12970
Carbury,North Dakota,3421,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,2549
Trout River,New York,715,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,476
Scobey,Montana,3309,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,434
Hidalgo,Texas,2305,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Full,33988
El Paso,Texas,2402,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Empty,15161
Sarles,North Dakota,3409,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,546
Laredo,Texas,2304,US-Mexico Border,12/01/2018 12:00:00 AM,Rail Containers Full,20423
Detroit,Michigan,3801,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,5446
Highgate Springs-Alburg,Vermont,212,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,28808
Warroad,Minnesota,3423,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,139
Sarles,North Dakota,3409,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,264
Baudette,Minnesota,3424,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,12
Calais,Maine,115,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,4504
Maida,North Dakota,3416,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,8
Brownsville,Texas,2301,US-Mexico Border,12/01/2018 12:00:00 AM,Pedestrians,268993
Metaline Falls,Washington,3025,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,15
Pembina,North Dakota,3401,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Empty,1991
Ogdensburg,New York,701,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,2128
Norton,Vermont,211,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Full,861
Highgate Springs-Alburg,Vermont,212,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,4610
Ferry,Washington,3013,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,6
Point Roberts,Washington,3017,US-Canada Border,12/01/2018 12:00:00 AM,Buses,30
Sherwood,North Dakota,3414,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,1401
Antler,North Dakota,3413,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,24
Highgate Springs-Alburg,Vermont,212,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Empty,153
San Ysidro,California,2504,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,1969155
Rio Grande City,Texas,2307,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,85839
Beecher Falls,Vermont,206,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,698
Trout River,New York,715,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,897
Northgate,North Dakota,3406,US-Canada Border,12/01/2018 12:00:00 AM,Pedestrians,10
Portal,North Dakota,3403,US-Canada Border,12/01/2018 12:00:00 AM,Train Passengers,513
Richford,Vermont,203,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,12621
Tornillo-Fabens,Texas,2404,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicles,39393
Sarles,North Dakota,3409,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,44
Beecher Falls,Vermont,206,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,3056
Portal,North Dakota,3403,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,9067
Van Buren,Maine,108,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,654
Del Bonita,Montana,3322,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,5237
Santa Teresa,New Mexico,2408,US-Mexico Border,12/01/2018 12:00:00 AM,Pedestrians,18682
Jackman,Maine,104,US-Canada Border,12/01/2018 12:00:00 AM,Pedestrians,2
Vanceboro,Maine,105,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,36
Westhope,North Dakota,3419,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,606
Richford,Vermont,203,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,244
Roma,Texas,2310,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Empty,619
Houlton,Maine,106,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,16107
Eastport,Maine,103,US-Canada Border,12/01/2018 12:00:00 AM,Pedestrians,2
Progreso,Texas,2309,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicles,121072
Detroit,Michigan,3801,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,590150
Morgan,Montana,3319,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,10
Champlain-Rouses Point,New York,712,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Empty,644
Porthill,Idaho,3308,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,304
Walhalla,North Dakota,3407,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,374
Fort Fairfield,Maine,107,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,12242
Nogales,Arizona,2604,US-Mexico Border,12/01/2018 12:00:00 AM,Train Passengers,183
Danville,Washington,3012,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,44
Detroit,Michigan,3801,US-Canada Border,12/01/2018 12:00:00 AM,Trains,142
Hidalgo,Texas,2305,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicles,409983
Presidio,Texas,2403,US-Mexico Border,12/01/2018 12:00:00 AM,Trucks,917
Richford,Vermont,203,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Empty,23
Sweetgrass,Montana,3310,US-Canada Border,12/01/2018 12:00:00 AM,Train Passengers,159
Highgate Springs-Alburg,Vermont,212,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,63798
Westhope,North Dakota,3419,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,99
Point Roberts,Washington,3017,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,905
St. John,North Dakota,3405,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,88
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,467
Port Huron,Michigan,3802,US-Canada Border,12/01/2018 12:00:00 AM,Trains,243
Pinecreek,Minnesota,3425,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,6
Port Angeles,Washington,3007,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,6
Hidalgo,Texas,2305,US-Mexico Border,12/01/2018 12:00:00 AM,Trucks,48154
El Paso,Texas,2402,US-Mexico Border,12/01/2018 12:00:00 AM,Rail Containers Full,3542
Hidalgo,Texas,2305,US-Mexico Border,12/01/2018 12:00:00 AM,Bus Passengers,23155
Champlain-Rouses Point,New York,712,US-Canada Border,12/01/2018 12:00:00 AM,Train Passengers,3364
Derby Line,Vermont,209,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,58185
Baudette,Minnesota,3424,US-Canada Border,12/01/2018 12:00:00 AM,Pedestrians,10
San Luis,Arizona,2608,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,459720
Ogdensburg,New York,701,US-Canada Border,12/01/2018 12:00:00 AM,Buses,9
Baudette,Minnesota,3424,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,418
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/01/2018 12:00:00 AM,Trains,29
Hidalgo,Texas,2305,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Empty,14312
Sumas,Washington,3009,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Empty,300
Sweetgrass,Montana,3310,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,2031
Jackman,Maine,104,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,6909
Derby Line,Vermont,209,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,30418
Rio Grande City,Texas,2307,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Empty,1485
Portal,North Dakota,3403,US-Canada Border,12/01/2018 12:00:00 AM,Trains,171
Alexandria Bay,New York,708,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,11458
Lynden,Washington,3023,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,126
Roseau,Minnesota,3426,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,227
Walhalla,North Dakota,3407,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,545
Baudette,Minnesota,3424,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,84
Naco,Arizona,2603,US-Mexico Border,12/01/2018 12:00:00 AM,Trucks,184
Calais,Maine,115,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,1537
Portal,North Dakota,3403,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,4535
Boundary,Washington,3015,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Full,600
Walhalla,North Dakota,3407,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,5284
Sweetgrass,Montana,3310,US-Canada Border,12/01/2018 12:00:00 AM,Pedestrians,151
Frontier,Washington,3020,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,3193
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,392
San Luis,Arizona,2608,US-Mexico Border,12/01/2018 12:00:00 AM,Bus Passengers,12
Lynden,Washington,3023,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,43702
Hansboro,North Dakota,3415,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,407
Otay Mesa,California,2506,US-Mexico Border,12/01/2018 12:00:00 AM,Bus Passengers,2423
Blaine,Washington,3004,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,637811
Derby Line,Vermont,209,US-Canada Border,12/01/2018 12:00:00 AM,Pedestrians,19
Sherwood,North Dakota,3414,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,2669
Progreso,Texas,2309,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Empty,2766
Dunseith,North Dakota,3422,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,303
Detroit,Michigan,3801,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,108412
Eagle Pass,Texas,2303,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,555481
Grand Portage,Minnesota,3613,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,604
Van Buren,Maine,108,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,0
Alcan,Alaska,3104,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,2132
Bridgewater,Maine,127,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,388
Calexico East,California,2507,US-Mexico Border,12/01/2018 12:00:00 AM,Rail Containers Full,25
Frontier,Washington,3020,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,1651
Porthill,Idaho,3308,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,15680
Calexico East,California,2507,US-Mexico Border,12/01/2018 12:00:00 AM,Rail Containers Empty,648
Boundary,Washington,3015,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,27
Vanceboro,Maine,105,US-Canada Border,12/01/2018 12:00:00 AM,Pedestrians,19
Baudette,Minnesota,3424,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,21966
Scobey,Montana,3309,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,18
Presidio,Texas,2403,US-Mexico Border,12/01/2018 12:00:00 AM,Bus Passengers,238
Jackman,Maine,104,US-Canada Border,12/01/2018 12:00:00 AM,Train Passengers,36
Scobey,Montana,3309,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,815
Laredo,Texas,2304,US-Mexico Border,12/01/2018 12:00:00 AM,Buses,3612
Trout River,New York,715,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,16551
El Paso,Texas,2402,US-Mexico Border,12/01/2018 12:00:00 AM,Train Passengers,635
Douglas,Arizona,2601,US-Mexico Border,12/01/2018 12:00:00 AM,Buses,210
Calais,Maine,115,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Full,17
Van Buren,Maine,108,US-Canada Border,12/01/2018 12:00:00 AM,Buses,0
Pinecreek,Minnesota,3425,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,249
Metaline Falls,Washington,3025,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,588
Portal,North Dakota,3403,US-Canada Border,12/01/2018 12:00:00 AM,Pedestrians,103
Port Huron,Michigan,3802,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,18157
Noonan,North Dakota,3420,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,1943
Roma,Texas,2310,US-Mexico Border,12/01/2018 12:00:00 AM,Bus Passengers,1147
Champlain-Rouses Point,New York,712,US-Canada Border,12/01/2018 12:00:00 AM,Trains,99
Tecate,California,2505,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Empty,5083
Dalton Cache,Alaska,3106,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,88
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Full,7209
